j,trajectory,M,S,D
4427,"1 2 3 4 3 4 -3 -4 -4 -3 -1 -2",384,1,0
4428,"1 2 3 4 4 3 -4 -4 -3 -3 -1 -2",384,1,0
4429,"1 2 3 4 -3 -1 -3 4 -2 -4 -4 3",384,1,0
4430,"1 2 3 -2 4 4 3 -1 -4 -4 -3 -3",384,1,0
4431,"1 2 3 4 -1 -2 4 -2 -4 -3 -4 2",384,1,-64
4432,"1 2 3 4 4 -3 -3 -2 -4 -4 -1 3",384,1,0
4433,"1 2 3 4 -3 -3 -4 3 4 -1 -4 -2",384,1,128
4434,"1 2 3 4 -2 -1 -4 -2 -4 -3 4 2",384,1,-64
4435,"1 2 3 4 4 -1 -3 -2 3 -4 -4 -3",384,1,-128
4436,"1 2 3 4 3 -4 -2 -1 -3 4 -3 -4",192,1,0
4437,"1 2 3 4 -2 3 -4 -3 4 -3 -1 -4",384,1,64
4438,"1 2 3 4 -2 -2 -4 -3 -4 2 -1 4",384,1,0
4439,"1 2 3 4 -3 -2 -3 -1 4 3 -4 -4",384,1,0
4440,"1 2 3 4 -1 -2 3 -4 -4 -3 4 -3",384,1,-128
4441,"1 2 3 4 2 -3 -4 -2 -2 -4 -1 4",384,1,0
4442,"1 2 3 4 -2 -1 4 -2 -3 -4 -4 2",384,1,-128
4443,"1 2 3 4 -3 -4 -4 -2 -1 -2 4 2",384,1,128
4444,"1 2 3 4 -3 2 4 -2 -4 -4 -1 -2",384,1,0
4445,"1 2 3 4 2 3 -1 -3 -2 -4 -3 -2",96,1,-128
4446,"1 2 3 4 -2 -2 -3 4 -1 2 -4 -4",192,1,0
4447,"1 2 3 4 -3 -4 3 -1 -3 4 -2 -4",384,1,64
4448,"1 2 3 4 -1 4 -2 -2 -4 -3 -4 2",384,1,-128
4449,"1 2 3 4 -2 -1 -2 -4 -4 -3 4 2",384,1,-128
4450,"1 2 3 4 3 -4 -2 -1 4 -3 -3 -4",384,1,-128
4451,"1 2 3 4 3 -4 -3 4 -1 -3 -2 -4",384,1,128
4452,"1 2 3 4 -1 3 -4 -2 -3 4 -3 -4",384,1,0
4453,"1 2 3 4 -2 3 -4 -3 -3 4 -1 -4",384,1,128
4454,"1 2 3 4 4 3 -4 -4 -2 -3 -1 -3",384,1,-128
4455,"1 2 3 4 -1 -3 -4 3 4 -2 -3 -4",192,1,128
4456,"1 2 3 4 -3 2 -1 -2 3 -4 -3 -2",96,1,-128
4457,"1 2 3 3 4 2 -4 -2 -2 -1 -3 -3",384,1,256
4458,"1 2 3 4 -1 -3 -4 -3 4 -2 -4 3",384,1,-64
4459,"1 2 3 4 2 -3 4 -1 -4 -2 -4 -2",192,1,-128
4460,"1 2 3 4 4 -3 -3 -4 -4 -2 -1 3",384,1,-256
4461,"1 2 3 4 2 -3 -2 -4 -4 -2 -1 4",384,1,128
4462,"1 2 3 4 -2 -2 -3 -4 -4 -1 4 2",384,1,0
4463,"1 2 3 4 -2 -2 -1 -3 -3 -4 3 2",384,1,-128
4464,"1 2 3 4 -3 -1 4 -3 -2 3 -4 -4",384,1,0
4465,"1 2 3 4 -3 -3 4 3 -4 -1 -4 -2",384,1,0
4466,"1 2 3 4 -2 -3 4 -1 -4 -3 -4 3",384,1,64
4467,"1 2 3 -1 -3 4 3 -4 -3 -4 -2 4",384,1,64
4468,"1 2 3 4 4 -3 -4 3 -1 -4 -2 -3",384,1,128
4469,"1 2 3 -2 4 -3 4 -3 -4 -4 -1 3",384,1,0
4470,"1 2 3 4 -2 -4 -4 3 4 -3 -1 -3",384,1,128
4471,"1 2 3 -2 4 3 -4 -3 -4 -3 -1 4",384,1,-64
4472,"1 2 3 4 -1 -4 -2 3 4 -3 -4 -3",384,1,64
4473,"1 2 3 4 -1 -4 -3 -3 4 -2 -4 3",192,1,-128
4474,"1 2 3 4 2 -3 4 -1 -4 -4 -2 -2",192,1,-256
4475,"1 2 3 4 -1 -3 -4 -3 -4 3 -2 4",384,1,0
4476,"1 2 3 4 4 -3 -4 -4 -1 -3 -2 3",384,1,128
4477,"1 2 3 4 2 -3 -4 -2 -3 -2 -1 3",384,1,-128
4478,"1 2 3 4 -3 -2 -4 -3 4 3 -1 -4",384,1,64
4479,"1 2 3 3 4 4 -2 -1 -4 -4 -3 -3",96,1,-512
4480,"1 2 3 4 4 -3 -1 3 -2 -3 -4 -4",384,1,128
4481,"1 2 3 4 3 4 -3 -3 -2 -1 -4 -4",384,1,-256
4482,"1 2 3 -1 4 -3 -4 -4 3 4 -2 -3",192,1,128
4483,"1 2 3 -1 3 4 -2 -3 4 -3 -4 -4",384,1,-128
4484,"1 2 3 4 -1 -2 -2 4 2 -4 -3 -4",384,1,128
4485,"1 2 3 -1 4 4 3 -2 -3 -3 -4 -4",384,1,-256
4486,"1 2 3 -1 4 -3 -3 -4 3 4 -2 -4",384,1,128
4487,"1 2 3 -1 -3 4 -3 -2 4 3 -4 -4",384,1,0
4488,"1 2 3 4 -3 4 3 -2 -4 -3 -1 -4",384,1,64
4489,"1 2 3 4 -1 -3 -4 -2 -3 4 3 -4",384,1,0
4490,"1 2 3 4 -1 3 -2 4 -3 -4 -3 -4",384,1,0
4491,"1 2 3 4 3 -2 4 -1 -3 -4 -3 -4",384,1,-64
4492,"1 2 3 2 4 -3 4 -2 -4 -4 -1 -2",384,1,128
4493,"1 2 3 4 2 -3 -4 -2 3 -1 -2 -3",192,1,128
4494,"1 2 3 -2 4 3 -4 -4 -3 -3 -1 4",384,1,-128
4495,"1 2 3 4 -1 -4 -2 3 4 -3 -3 -4",384,1,128
4496,"1 2 3 4 -1 -3 -3 -4 -4 3 -2 4",384,1,0
4497,"1 2 3 4 2 -3 -4 -3 -2 -2 -1 3",384,1,-128
4498,"1 2 3 4 -1 -2 -4 -4 -3 2 4 -2",384,1,0
4499,"1 2 3 2 -3 4 4 -1 -2 -4 -4 -2",384,1,-128
4500,"1 2 3 -1 4 3 4 -3 -3 -2 -4 -4",384,1,-256
4501,"1 2 3 4 -2 3 -1 4 -3 -4 -4 -3",384,1,0
4502,"1 2 3 4 -2 -4 3 4 -1 -3 -4 -3",384,1,64
4503,"1 2 3 4 4 3 -4 -3 -1 -4 -2 -3",384,1,0
4504,"1 2 3 4 3 -4 -2 -3 -2 -3 -1 2",192,1,-64
4505,"1 2 3 4 -2 -4 -3 -2 -3 -1 3 2",384,1,0
4506,"1 2 3 4 3 4 -1 -4 -2 -3 -3 -4",384,1,0
4507,"1 2 3 4 -2 -4 -1 -2 4 -3 -4 2",384,1,-64
4508,"1 2 3 4 -1 -4 -3 -3 -4 -2 4 3",192,1,-128
4509,"1 2 3 4 -1 3 -2 4 -3 -3 -4 -4",384,1,0
4510,"1 2 3 4 3 -2 4 -1 -3 -3 -4 -4",384,1,-128
4511,"1 2 3 4 -1 2 -4 -4 -3 4 -2 -2",384,1,-128
4512,"1 2 3 4 -3 -4 -3 -1 3 4 -2 -4",384,1,64
4513,"1 2 3 3 -2 4 -2 -4 -3 -3 -1 2",192,1,-128
4514,"1 2 3 4 -3 -2 -4 -1 -3 4 3 -4",384,1,64
4515,"1 2 3 4 4 -3 -4 -1 -4 3 -2 -3",384,1,128
4516,"1 2 3 4 2 4 -1 -2 -2 -3 -4 -4",384,1,-128
4517,"1 2 3 4 -3 -4 -2 -3 4 3 -1 -4",384,1,-64
4518,"1 2 3 4 4 3 -2 -3 -3 -4 -1 -4",384,1,-128
4519,"1 2 3 -1 4 -3 -3 4 3 -4 -2 -4",384,1,128
4520,"1 2 3 4 2 -1 -2 -4 -4 -3 -2 4",384,1,-128
4521,"1 2 3 4 -2 3 -4 2 -3 -3 -1 -2",384,1,0
4522,"1 2 3 4 -1 -4 -3 -4 3 4 -2 -3",384,1,64
4523,"1 2 3 4 -2 -4 3 4 -1 -3 -3 -4",384,1,0
4524,"1 2 3 4 3 -4 -2 -2 -3 -3 -1 2",192,1,-128
4525,"1 2 3 -2 -3 -3 4 4 3 -1 -4 -4",384,1,256
4526,"1 2 3 4 -2 -4 -2 -3 -3 -1 3 2",384,1,0
4527,"1 2 3 4 4 -2 -3 -3 -4 -4 -1 3",384,1,0
4528,"1 2 3 4 -2 -3 -4 -1 4 -2 -4 2",384,1,0
4529,"1 2 3 4 2 -4 -1 -2 -3 -4 -2 4",192,1,-64
4530,"1 2 3 4 4 -1 -2 -4 2 -3 -4 -2",384,1,-128
4531,"1 2 3 4 -2 -3 -3 4 3 -4 -1 -4",384,1,128
4532,"1 2 3 4 -2 -3 -4 2 -4 -1 4 -2",384,1,128
4533,"1 2 3 4 4 -3 -4 2 -1 -4 -2 -2",384,1,128
4534,"1 2 3 4 2 3 -4 -3 -2 -2 -1 -3",384,1,128
4535,"1 2 3 4 -3 -3 -4 -1 3 4 -2 -4",384,1,128
4536,"1 2 3 4 -3 -4 -3 4 3 -1 -2 -4",192,1,-64
4537,"1 2 3 4 -1 2 -4 -2 -3 4 -2 -4",384,1,-64
4538,"1 2 3 2 -3 4 -2 -4 -4 -1 4 -2",384,1,128
4539,"1 2 3 -1 -3 -2 4 -3 4 3 -4 -4",384,1,0
4540,"1 2 3 4 4 -3 2 -4 -4 -2 -1 -2",384,1,0
4541,"1 2 3 4 -1 -3 -4 -4 3 4 -2 -3",384,1,128
4542,"1 2 3 4 2 -3 -4 -2 4 -2 -1 -4",384,1,0
4543,"1 2 3 4 2 -3 -1 -2 3 -4 -2 -3",192,1,-64
4544,"1 2 3 4 -3 -3 4 3 -2 -1 -4 -4",192,1,0
4545,"1 2 3 4 -2 -3 -1 3 4 -3 -4 -4",384,1,0
4546,"1 2 3 4 -3 -1 -3 -4 3 -4 -2 4",384,1,64
4547,"1 2 3 -1 4 -3 -3 4 3 -4 -4 -2",384,1,128
4548,"1 2 3 4 -2 -3 2 -4 -4 -1 4 -2",384,1,128
4549,"1 2 3 4 -1 2 -4 -2 -3 -4 -2 4",192,1,-64
4550,"1 2 3 4 4 -2 -1 -4 -4 -2 -3 2",384,1,-128
4551,"1 2 3 4 -1 4 3 -4 -4 -2 -3 -3",384,1,-128
4552,"1 2 3 4 -3 -4 -3 4 -2 3 -1 -4",384,1,-64
4553,"1 2 3 4 -3 4 -1 3 -2 -3 -4 -4",384,1,0
4554,"1 2 3 4 -2 -4 -3 -4 -1 3 4 -3",384,1,64
4555,"1 2 3 4 -2 -1 -3 -4 3 4 -3 -4",192,1,128
4556,"1 2 3 4 -3 -4 3 -4 -3 -1 4 -2",384,1,64
4557,"1 2 3 4 -2 -3 -4 -1 4 3 -4 -3",384,1,-64
4558,"1 2 3 4 2 -3 -4 -2 -2 4 -1 -4",384,1,0
4559,"1 2 3 4 3 4 -1 -4 -4 -2 -3 -3",384,1,-128
4560,"1 2 3 4 3 -4 -3 -4 -3 -1 4 -2",384,1,-64
4561,"1 2 3 -2 4 -3 4 -3 -1 3 -4 -4",384,1,0
4562,"1 2 3 4 -3 -3 -1 -4 3 -4 -2 4",384,1,0
4563,"1 2 3 -2 4 -3 -4 -2 3 2 -1 -3",96,1,0
4564,"1 2 3 4 -2 -4 -4 -3 -1 3 4 -3",384,1,0
4565,"1 2 3 4 4 -3 -3 -4 -4 -1 -2 3",384,1,0
4566,"1 2 3 4 4 3 -4 -2 -3 -4 -1 -3",384,1,-128
4567,"1 2 3 -2 -3 -3 -1 4 4 3 -4 -4",384,1,256
4568,"1 2 3 4 3 -4 -4 -3 -3 -1 4 -2",384,1,-128
4569,"1 2 3 4 4 -3 -2 3 -1 -3 -4 -4",384,1,-128
4570,"1 2 3 4 3 -4 -4 -2 4 -1 -3 -3",384,1,-128
4571,"1 2 3 4 3 -4 -2 -4 -1 -3 -3 4",384,1,-128
4572,"1 2 3 4 4 3 -4 -2 -4 -1 -3 -3",384,1,-128
4573,"1 2 3 4 4 2 -3 -4 -4 -1 -2 -2",384,1,0
4574,"1 2 3 4 -3 -1 3 -4 -3 4 -2 -4",384,1,-64
4575,"1 2 3 4 -2 3 -1 -4 -3 -4 -3 4",384,1,-64
4576,"1 2 3 4 4 -2 -4 3 -4 -1 -3 -3",384,1,-128
4577,"1 2 3 4 -3 -4 -1 4 3 -4 -2 -3",384,1,-64
4578,"1 2 3 4 -2 3 -1 -4 -3 4 -3 -4",384,1,-64
4579,"1 2 3 4 3 -4 -2 -3 -3 -4 -1 4",384,1,0
4580,"1 2 3 4 -2 -3 -4 -4 -2 4 -1 2",384,1,128
4581,"1 2 3 4 4 -1 -4 -4 2 -3 -2 -2",384,1,-256
4582,"1 2 3 -2 4 4 -1 -4 3 -4 -3 -3",384,1,-128
4583,"1 2 3 4 -3 -4 -2 4 2 -1 -4 -2",384,1,-64
4584,"1 2 3 4 2 -3 -4 -2 -2 -3 -1 3",384,1,-128
4585,"1 2 3 4 -2 -1 -3 4 3 -4 -3 -4",384,1,128
4586,"1 2 3 4 -2 -3 -1 4 3 -4 -3 -4",384,1,64
4587,"1 2 3 4 -2 3 -1 -4 -4 -3 -3 4",384,1,-128
4588,"1 2 3 3 -2 -3 -3 4 4 -1 -4 -4",192,1,256
4589,"1 2 3 4 -3 -4 -3 -4 -2 4 -1 3",384,1,-64
4590,"1 2 3 4 2 -1 -4 -2 4 -3 -4 -2",384,1,64
4591,"1 2 3 4 2 -3 -3 -4 -2 -2 -1 3",384,1,-256
4592,"1 2 3 -2 4 -2 -4 -3 -3 2 -1 3",384,1,0
4593,"1 2 3 -2 4 4 3 -4 -1 -4 -3 -3",384,1,128
4594,"1 2 3 4 3 -4 -3 -4 -2 4 -1 -3",384,1,-64
4595,"1 2 3 4 -2 -1 -3 4 3 -4 -4 -3",384,1,128
4596,"1 2 3 -2 4 -3 -4 3 -4 -3 -1 4",384,1,64
4597,"1 2 3 4 -2 -3 -1 4 3 -4 -4 -3",384,1,0
4598,"1 2 3 4 2 -4 3 -2 -3 -1 -2 -3",384,1,0
4599,"1 2 3 4 -2 4 -3 -2 -4 -1 -4 2",384,1,-128
4600,"1 2 3 4 3 -4 -3 -1 -3 4 -2 -4",384,1,64
4601,"1 2 3 4 -3 -3 -4 -4 -2 4 -1 3",384,1,-128
4602,"1 2 3 4 -1 4 3 -4 -2 -3 -3 -4",384,1,0
4603,"1 2 3 4 -2 4 2 -3 -4 -1 -4 -2",384,1,0
4604,"1 2 3 4 -1 3 -4 -3 -3 -4 -2 4",384,1,-128
4605,"1 2 3 -2 -3 4 4 -3 -1 3 -4 -4",384,1,128
4606,"1 2 3 4 -2 3 -4 -3 -4 -1 4 -3",384,1,-64
4607,"1 2 3 4 3 -1 -3 -3 4 -2 -4 -4",384,1,-128
4608,"1 2 3 4 -1 -2 4 -2 -4 -3 2 -4",384,1,-64
4609,"1 2 3 4 -1 -3 -4 3 -4 -3 4 -2",384,1,-64
4610,"1 2 3 4 -2 -2 4 -1 -4 -3 -4 2",384,1,0
4611,"1 2 3 4 4 -3 -4 -3 -2 3 -1 -4",384,1,-128
4612,"1 2 3 -1 4 4 3 -2 -4 -4 -3 -3",384,1,0
4613,"1 2 3 -2 4 2 -3 -4 -4 -1 4 -2",384,1,128
4614,"1 2 3 4 -2 -4 2 -3 -2 -4 -1 4",384,1,-64
4615,"1 2 3 4 -3 -3 -1 -4 -4 3 4 -2",192,1,128
4616,"1 2 3 4 4 -2 -3 -2 -4 -1 -4 2",384,1,-128
4617,"1 2 3 4 -2 4 -1 -3 -3 -4 3 -4",384,1,-128
4618,"1 2 3 4 3 -4 -3 -3 -1 4 -2 -4",384,1,0
4619,"1 2 3 4 2 4 -1 -2 -3 -4 -4 -2",384,1,0
4620,"1 2 3 4 -3 4 -2 3 -1 -3 -4 -4",384,1,-128
4621,"1 2 3 4 -2 3 -4 -4 -3 -1 4 -3",192,1,-128
4622,"1 2 3 4 -1 -2 4 -3 -2 -4 -4 2",384,1,-128
4623,"1 2 3 4 -3 -4 3 4 -3 -1 -2 -4",192,1,64
4624,"1 2 3 4 -2 -1 3 4 -3 -4 -4 -3",384,1,128
4625,"1 2 3 -1 3 4 -3 -4 -3 -4 -2 4",384,1,64
4626,"1 2 3 -1 2 -3 -3 4 3 -4 -2 -2",384,1,128
4627,"1 2 3 4 -3 -2 -4 3 -1 -4 -3 4",384,1,64
4628,"1 2 3 4 2 -1 4 -2 -2 -3 -4 -4",384,1,-128
4629,"1 2 3 4 -3 -3 -1 3 4 -2 -4 -4",384,1,128
4630,"1 2 3 4 -3 -2 -2 4 -1 2 -4 -4",384,1,0
4631,"1 2 3 4 3 -4 -2 -3 -3 2 -1 -2",384,1,128
4632,"1 2 3 4 4 -3 -2 -3 -1 3 -4 -4",384,1,-128
4633,"1 2 3 4 -2 -4 -4 -3 4 -3 -1 3",384,1,128
4634,"1 2 3 4 3 -4 -3 4 -2 -3 -1 -4",384,1,64
4635,"1 2 3 4 3 -4 -3 -2 4 -3 -1 -4",384,1,64
4636,"1 2 3 4 4 -3 2 -4 -4 -1 -2 -2",384,1,0
4637,"1 2 3 4 -3 -1 -3 4 3 -4 -2 -4",384,1,64
4638,"1 2 3 -1 3 4 -3 -3 -4 -4 -2 4",384,1,128
4639,"1 2 3 4 -3 4 -2 -4 3 -4 -1 -3",384,1,-64
4640,"1 2 3 3 4 -3 4 -3 -4 -4 -1 -2",192,1,128
4641,"1 2 3 4 4 -3 -4 3 -2 -4 -1 -3",384,1,128
4642,"1 2 3 -1 -3 -3 4 3 2 -4 -2 -2",96,1,256
4643,"1 2 3 4 3 -4 -2 -3 -3 4 -1 -4",384,1,128
4644,"1 2 3 4 4 -3 -4 -2 3 -4 -1 -3",384,1,0
4645,"1 2 3 4 -2 4 -3 -4 -1 3 -4 -3",384,1,-64
4646,"1 2 3 4 -3 -1 -3 4 3 -4 -4 -2",384,1,0
4647,"1 2 3 4 4 -3 -4 -4 -2 -3 -1 3",384,1,-128
4648,"1 2 3 4 -2 -1 4 -2 -4 -3 -4 2",384,1,-64
4649,"1 2 3 4 3 -4 -3 4 -1 -4 -2 -3",384,1,64
4650,"1 2 3 4 -3 4 -2 -4 -4 3 -1 -3",384,1,0
4651,"1 2 3 4 -3 -4 2 -4 -2 -1 4 -2",384,1,64
4652,"1 2 3 4 2 -4 -2 -3 -4 -1 4 -2",192,1,-128
4653,"1 2 3 4 4 -2 -1 -2 -3 -4 -4 2",192,1,-256
4654,"1 2 3 4 3 -4 -3 -2 -1 4 -3 -4",384,1,0
4655,"1 2 3 4 -3 -4 -1 -3 -4 3 4 -2",192,1,-64
4656,"1 2 3 4 -3 -2 -4 2 -4 -1 4 -2",384,1,128
4657,"1 2 3 4 -1 -2 -3 4 3 -4 -3 -4",384,1,64
4658,"1 2 3 4 -3 4 -1 -3 -4 3 -2 -4",384,1,0
4659,"1 2 3 4 -3 4 -3 -2 -4 -4 -1 3",384,1,0
4660,"1 2 3 4 4 -3 -4 -4 -2 3 -1 -3",384,1,128
4661,"1 2 3 4 3 -2 -4 -3 -4 -3 -1 4",384,1,-64
4662,"1 2 3 4 -3 -2 4 3 -4 -4 -1 -3",384,1,-128
4663,"1 2 3 4 -1 -4 3 4 -2 -3 -4 -3",384,1,64
4664,"1 2 3 4 2 4 -1 -4 -3 -2 -2 -4",384,1,-128
4665,"1 2 3 4 -1 -3 -4 -4 -3 -2 3 4",384,1,0
4666,"1 2 3 4 2 4 -2 -2 -3 -4 -1 -4",384,1,-128
4667,"1 2 3 4 -2 -1 4 -2 -4 -4 -3 2",384,1,-128
4668,"1 2 3 4 3 -4 -3 2 -3 -1 -2 -2",384,1,0
4669,"1 2 3 4 -2 -4 -1 -4 -3 -2 4 2",192,1,0
4670,"1 2 3 4 4 -3 -4 3 -1 -3 -2 -4",384,1,128
4671,"1 2 3 4 -2 3 4 -3 -4 -1 -4 -3",384,1,64
4672,"1 2 3 4 2 -3 -4 -4 -1 -2 -2 4",384,1,0
4673,"1 2 3 4 2 3 -1 -2 -2 -4 -3 -3",192,1,-128
4674,"1 2 3 4 4 3 -4 -3 -2 -4 -1 -3",384,1,0
4675,"1 2 3 4 -1 -3 -4 -2 -3 -4 3 4",384,1,0
4676,"1 2 3 4 -3 -2 -1 3 -4 -4 -3 4",384,1,-128
4677,"1 2 3 4 -2 -3 -2 -4 2 4 -1 -4",384,1,64
4678,"1 2 3 4 3 -1 -4 -2 -3 -4 -3 4",384,1,-128
4679,"1 2 3 4 2 4 -2 -3 -2 -4 -1 -4",384,1,-64
4680,"1 2 3 -2 4 -3 -3 4 3 -1 -4 -4",384,1,128
4681,"1 2 3 4 -1 -2 -3 4 3 -4 -4 -3",384,1,128
4682,"1 2 3 4 -3 -3 -2 -4 -4 3 -1 4",384,1,128
4683,"1 2 3 4 4 -3 -1 -3 -4 3 -2 -4",384,1,0
4684,"1 2 3 4 3 -2 -4 -4 -3 -3 -1 4",384,1,-128
4685,"1 2 3 4 3 4 -3 -4 -4 -1 -3 -2",384,1,128
4686,"1 2 3 4 -1 3 -4 -3 4 -3 -2 -4",384,1,0
4687,"1 2 3 4 -1 -4 3 4 -2 -3 -3 -4",384,1,128
4688,"1 2 3 4 3 -1 -2 -3 4 -3 -4 -4",384,1,-128
4689,"1 2 3 4 -3 -4 3 -2 -3 2 -1 -2",192,1,-128
4690,"1 2 3 4 -3 -1 -3 -2 4 3 -4 -4",384,1,0
4691,"1 2 3 4 3 2 -4 -2 -3 -1 -3 -2",192,1,0
4692,"1 2 3 4 -2 3 4 -3 -4 -4 -1 -3",384,1,128
4693,"1 2 3 4 -1 -4 -2 4 2 -4 -3 -2",384,1,128
4694,"1 2 3 4 -2 -4 2 -3 -4 -2 -1 4",384,1,0
4695,"1 2 3 4 -3 -2 -2 -4 2 4 -1 -4",384,1,128
4696,"1 2 3 4 3 -1 -4 -2 -4 -3 -3 4",384,1,-128
4697,"1 2 3 4 -3 4 -2 -1 -2 -4 -4 2",384,1,-128
4698,"1 2 3 4 2 -4 3 -2 -3 -1 -3 -2",384,1,0
4699,"1 2 3 4 2 -4 -3 -2 -1 3 -2 -3",384,1,0
4700,"1 2 3 -1 -2 -2 4 2 3 -4 -3 -3",192,1,256
4701,"1 2 3 4 -1 -4 -2 -3 4 -3 -4 3",384,1,64
4702,"1 2 3 2 4 -3 -4 -1 4 -2 -4 -2",384,1,0
4703,"1 2 3 -1 4 3 -4 -4 -3 4 -2 -3",192,1,128
4704,"1 2 3 4 -1 3 -4 -3 -3 4 -2 -4",384,1,0
4705,"1 2 3 4 -3 4 2 -4 -2 -1 -4 -2",384,1,64
4706,"1 2 3 4 4 -3 -2 -2 -1 -4 -4 2",384,1,-256
4707,"1 2 3 4 4 -1 -3 -4 -4 3 -2 -3",384,1,128
4708,"1 2 3 4 4 3 -4 -3 -1 -3 -2 -4",384,1,128
4709,"1 2 3 4 -2 4 2 -4 -3 -4 -1 -2",384,1,-64
4710,"1 2 3 4 -2 -3 -4 -3 -1 -4 3 4",384,1,64
4711,"1 2 3 4 4 2 -3 -2 -4 -1 -4 -2",384,1,0
4712,"1 2 3 4 -1 -2 3 4 -3 -4 -4 -3",384,1,128
4713,"1 2 3 4 2 -4 3 -2 -3 -3 -1 -2",384,1,0
4714,"1 2 3 4 -1 -4 -2 4 -3 -3 -4 3",384,1,128
4715,"1 2 3 -2 4 2 4 -3 -4 -4 -1 -2",384,1,128
4716,"1 2 3 4 2 4 -3 -4 -1 -2 -4 -2",192,1,64
4717,"1 2 3 4 -2 3 -2 -4 -3 -3 -1 2",384,1,-128
4718,"1 2 3 4 3 -4 -3 2 -1 -2 -3 -2",384,1,0
4719,"1 2 3 4 4 -1 -2 -3 -3 -4 -4 3",384,1,0
4720,"1 2 3 -2 -3 -1 4 3 4 -3 -4 -4",384,1,-128
4721,"1 2 3 4 -2 -3 -3 -4 -1 -4 3 4",384,1,0
4722,"1 2 3 4 2 -4 -3 -4 -2 -1 -2 4",384,1,-64
4723,"1 2 3 4 -3 4 -2 -4 -4 -2 -1 2",384,1,0
4724,"1 2 3 4 -3 -4 -4 2 -1 4 -2 -2",384,1,128
4725,"1 2 3 -2 4 3 4 -3 -3 -1 -4 -4",384,1,-128
4726,"1 2 3 4 -1 4 -3 -2 -4 2 -4 -2",384,1,0
4727,"1 2 3 4 -2 3 -4 2 -3 -1 -3 -2",384,1,0
4728,"1 2 3 4 -1 2 -4 -3 4 -2 -4 -2",384,1,-64
4729,"1 2 3 4 4 -1 3 -2 -3 -3 -4 -4",384,1,0
4730,"1 2 3 4 -3 -4 -1 -4 2 4 -2 -2",384,1,0
4731,"1 2 3 4 -2 3 -4 -2 -3 -1 2 -3",96,1,-128
4732,"1 2 2 3 4 4 -1 -4 -4 -3 -2 -2",96,1,-512
4733,"1 2 3 4 2 4 -3 -4 -1 -4 -2 -2",384,1,0
4734,"1 2 3 4 -1 -4 3 -4 -3 4 -2 -3",384,1,-64
4735,"1 2 3 4 3 4 -2 -1 -3 -4 -4 -3",384,1,-128
4736,"1 2 3 4 4 -3 -4 2 -1 -2 -4 -2",384,1,128
4737,"1 2 3 4 3 2 -1 -2 -3 -4 -3 -2",96,1,-128
4738,"1 2 3 4 2 -3 -4 -4 -2 -1 4 -2",384,1,0
4739,"1 2 3 4 -2 4 -3 -4 2 -4 -1 -2",384,1,64
4740,"1 2 3 4 2 -4 -4 -3 -2 -1 -2 4",384,1,0
4741,"1 2 3 4 4 -1 -4 3 -4 -2 -3 -3",384,1,-128
4742,"1 2 3 -2 -3 4 -3 4 3 -1 -4 -4",384,1,128
4743,"1 2 3 4 -2 -4 -3 2 -4 -1 4 -2",384,1,128
4744,"1 2 3 -1 -3 4 3 4 -3 -2 -4 -4",384,1,-128
4745,"1 2 3 4 -2 -3 4 2 -1 -2 -4 -4",384,1,0
4746,"1 2 3 -2 3 4 -1 -3 4 -3 -4 -4",384,1,-128
4747,"1 2 3 4 -1 -3 -3 4 3 -4 -4 -2",384,1,128
4748,"1 2 3 4 -1 3 -4 -4 -3 4 -2 -3",384,1,0
4749,"1 2 3 4 4 3 -4 -3 -3 -2 -1 -4",384,1,256
4750,"1 2 3 4 4 2 -1 -2 -4 -3 -4 -2",384,1,-128
4751,"1 2 3 4 -1 2 -4 -3 -2 4 -2 -4",384,1,-64
4752,"1 2 3 4 3 4 -3 -3 -4 -1 -4 -2",384,1,0
4753,"1 2 3 -2 4 4 -3 -4 2 -4 -1 -2",384,1,128
4754,"1 2 3 4 -3 -1 -4 -2 -3 4 3 -4",384,1,0
4755,"1 2 3 4 -1 -2 -4 -2 -4 -3 4 2",384,1,-64
4756,"1 2 3 4 -1 -3 -4 3 -4 -2 -3 4",384,1,0
4757,"1 2 3 4 -2 4 3 -1 -3 -4 -3 -4",384,1,-64
4758,"1 2 3 4 4 3 -1 -3 -3 -4 -2 -4",384,1,-128
4759,"1 2 3 3 -2 4 2 -4 -3 -3 -1 -2",192,1,-128
4760,"1 2 3 2 4 -2 -4 -3 -4 -1 4 -2",192,1,128
4761,"1 2 3 4 -3 -4 -2 3 -4 -3 -1 4",384,1,64
4762,"1 2 3 4 4 3 -4 -2 -3 -3 -1 -4",384,1,128
4763,"1 2 3 -2 4 4 -3 -4 -4 -3 -1 3",384,1,128
4764,"1 2 3 4 -1 2 -4 -3 4 -2 -2 -4",384,1,-128
4765,"1 2 3 4 2 4 -2 -3 -4 -4 -1 -2",384,1,128
4766,"1 2 3 4 4 2 -3 -2 -4 -4 -1 -2",384,1,128
4767,"1 2 3 4 -2 -3 -4 -3 -4 3 -1 4",384,1,64
4768,"1 2 3 4 -3 4 -2 -1 -4 -2 -4 2",384,1,-64
4769,"1 2 3 4 -2 4 3 -4 -4 -1 -3 -3",384,1,-128
4770,"1 2 3 4 -3 -2 4 -1 -4 -3 -4 3",384,1,-64
4771,"1 2 3 4 3 -4 -4 -1 -2 4 -3 -3",384,1,-256
4772,"1 2 3 4 2 -3 -4 -2 -4 -1 4 -2",384,1,0
